,state_code,area_code,prepandemic_growth,leisure_by_emp,total_emp_feb2020,manufacturing_emp_feb2020,service_emp_feb2020,total_emp_jun2021,manufacturing_emp_jun2021,service_emp_jun2021,total_employment,manufacturing,service,emp_tot_change_feb2020_jun2021,manufacturing_change_feb2020_jun2021,service_change_feb2020_jun2021
0,1,11500,0.023809523809523683,0.10503556624533024,46.9,7.8,39.1,44.4,7.6,36.8,47.3,7.8,39.5,-0.05330490405117272,-0.02564102564102566,-0.05882352941176483
1,1,12220,0.11423841059602646,0.1281998923313965,66.3,9.0,57.3,60.8,8.7,52.1,67.3,9.0,58.3,-0.0829562594268477,-0.03333333333333344,-0.09075043630017443
2,1,13820,0.046369036213834154,0.09400226025185666,541.3,71.0,470.3,507.7,67.6,440.1,546.1,71.8,474.4,-0.06207278773323477,-0.04788732394366202,-0.06421433127790765
3,1,19300,0.14672364672364668,,78.1,9.2,68.9,77.8,8.6,69.2,80.5,9.1,71.4,-0.003841229193341844,-0.06521739130434778,0.004354136429608024
4,1,19460,0.06679035250463825,0.09204465108306736,56.6,17.1,39.5,55.6,17.6,38.0,57.5,17.5,40.0,-0.017667844522968212,0.029239766081871288,-0.03797468354430378
5,1,20020,0.0507880910683012,0.1046851076860263,59.6,8.0,51.6,57.1,7.9,49.2,60.0,8.1,52.0,-0.04194630872483218,-0.012499999999999956,-0.046511627906976716
6,1,22520,0.02309058614564839,0.11069869456102245,56.8,12.6,44.2,53.4,11.9,41.5,57.6,12.7,44.9,-0.059859154929577496,-0.05555555555555547,-0.06108597285067874
7,1,23460,0.0053763440860213904,0.10583976989949258,37.3,6.4,30.9,32.7,4.9,27.8,37.4,6.4,31.1,-0.12332439678284168,-0.234375,-0.10032362459546917
8,1,26620,0.10251798561151071,0.08944675860395515,242.3,35.3,207.0,234.8,35.4,199.4,245.2,35.4,209.8,-0.030953363598844374,0.0028328611898016387,-0.03671497584541061
9,1,33660,0.027548209366391185,0.09488143887139179,185.4,30.0,155.4,173.6,29.2,144.4,186.5,30.4,156.1,-0.06364617044228704,-0.026666666666666727,-0.07078507078507079
10,1,33860,0.02538949798038071,0.09453906074298216,176.4,24.5,151.9,164.9,23.2,141.7,177.7,24.9,152.9,-0.06519274376417228,-0.053061224489796,-0.06714944042132998
11,1,46220,0.06786050895381718,0.10168069082797764,112.5,24.2,88.3,100.0,24.0,76.0,113.3,24.2,89.1,-0.11111111111111116,-0.008264462809917328,-0.13929784824462055
12,2,11260,-0.024295969077857568,0.10997839819553386,172.4,13.4,159.0,161.4,15.6,145.8,176.7,15.4,161.3,-0.06380510440835263,0.16417910447761197,-0.08301886792452828
13,2,21820,-0.010443864229764977,0.11337237208409323,36.4,3.4,33.0,34.9,4.3,30.6,37.9,4.1,33.8,-0.04120879120879117,0.2647058823529411,-0.07272727272727264
14,4,22380,0.052631578947368515,0.21876246781038042,66.6,6.1,60.5,60.5,6.6,53.9,68.0,6.4,61.6,-0.09159159159159147,0.08196721311475419,-0.10909090909090913
15,4,29420,0.10615711252653927,0.14839753503533265,51.7,6.6,45.1,50.2,6.6,43.6,52.1,6.6,45.4,-0.029013539651837505,0.0,-0.03325942350332589
16,4,38060,0.1383073147809742,0.1046262040289676,2162.1,264.1,1898.0,2045.0,270.2,1774.8,2180.2,270.3,1909.9,-0.05416030710882935,0.023097311624384664,-0.06491043203371971
17,4,39140,0.10570469798657725,0.15283998275959002,65.2,9.8,55.4,62.2,10.1,52.1,65.9,10.1,55.9,-0.04601226993865026,0.030612244897959107,-0.05956678700361007
18,4,43420,0.0,0.10395969844289434,33.7,2.4,31.3,33.6,3.6,30.0,33.9,2.5,31.4,-0.0029673590504450953,0.5,-0.04153354632587858
19,4,46060,0.06508714596949901,0.11256337885877013,391.0,46.9,344.1,359.6,47.2,312.4,391.1,47.9,343.2,-0.08030690537084395,0.006396588486140775,-0.0921243824469632
20,4,49740,0.0867924528301887,0.10633849867454037,59.1,5.8,53.3,52.7,5.9,46.8,57.6,5.7,51.9,-0.10829103214890012,0.017241379310344973,-0.12195121951219512
21,5,22220,0.12166172106824932,0.09873207914672857,261.2,41.9,219.3,253.2,43.0,210.2,264.6,42.8,221.8,-0.030627871362940318,0.026252983293556076,-0.041495668034655875
22,5,22900,0.0035366931918656562,0.08226696842149792,113.1,23.0,90.1,107.9,22.1,85.8,113.5,23.2,90.4,-0.04597701149425282,-0.03913043478260858,-0.047724750277469474
23,5,26300,0.05614973262032089,,39.4,4.6,34.8,37.0,4.7,32.3,39.5,4.7,34.8,-0.060913705583756306,0.021739130434782705,-0.07183908045977017
24,5,27860,0.1125461254612545,,59.5,9.9,49.6,56.7,10.4,46.3,60.3,10.3,50.1,-0.04705882352941171,0.05050505050505061,-0.06653225806451624
25,5,30780,0.041892277001995,0.09220806949884237,366.4,38.7,327.7,342.0,37.0,305.0,365.6,38.9,326.7,-0.066593886462882,-0.043927648578811485,-0.0692706743973146
26,5,38220,-0.018018018018017848,,32.9,5.9,27.0,31.1,5.7,25.4,32.7,6.0,26.7,-0.054711246200607855,-0.03389830508474578,-0.059259259259259345
27,6,11244,0.08226088081226156,0.1280813720984368,1658.2,264.4,1393.8,1464.5,248.5,1216.0,1673.5,266.4,1407.1,-0.11681341213363894,-0.060136157337367546,-0.12756493040608408
28,6,12540,0.06216006216006217,0.09687544066339461,268.9,38.1,230.8,250.7,34.6,216.1,273.4,38.8,234.6,-0.0676831535886947,-0.09186351706036744,-0.06369150779896016
29,6,17020,0.034659820282413205,0.10672342481055466,80.3,8.0,72.3,72.6,8.3,64.3,80.6,8.5,72.1,-0.09589041095890416,0.03750000000000009,-0.11065006915629327
30,6,20940,0.05335968379446632,0.07957787313000118,53.0,3.3,49.7,48.9,3.8,45.1,53.3,3.5,49.8,-0.07735849056603772,0.1515151515151516,-0.09255533199195176
31,6,23420,0.11956856702619419,0.09392880285670957,356.2,43.1,313.1,342.3,44.2,298.1,363.3,45.5,317.9,-0.03902302077484554,0.025522041763341052,-0.04790801660811239
32,6,25260,0.07235142118863042,0.08594639966424839,40.8,5.7,35.1,39.1,5.6,33.5,41.5,5.9,35.5,-0.04166666666666652,-0.01754385964912286,-0.04558404558404561
33,6,31084,0.06405561128087904,0.11250957841369215,4548.1,488.6,4059.5,4000.2,458.9,3541.3,4561.5,492.5,4069.0,-0.1204678876893649,-0.060785918952108164,-0.1276511885700209
34,6,31460,0.1408045977011496,0.0898833791599507,38.7,5.2,33.5,38.2,5.1,33.1,39.7,5.4,34.3,-0.012919896640826822,-0.019230769230769384,-0.011940298507462699
35,6,32900,0.1109350237717907,0.08442579031969995,69.5,11.6,57.9,65.2,12.7,52.5,70.1,12.6,57.5,-0.061870503597122206,0.09482758620689657,-0.09326424870466321
36,6,33700,0.09014423076923077,0.10418574767952106,177.7,30.5,147.2,169.4,30.8,138.6,181.4,31.9,149.4,-0.046707934721440525,0.009836065573770592,-0.05842391304347827
37,6,34900,0.06401137980085349,0.1726116573269353,72.9,17.6,55.3,63.7,16.9,46.8,74.8,18.4,56.3,-0.12620027434842251,-0.039772727272727404,-0.15370705244122962
38,6,36084,0.08366751731680637,0.09403568507948724,1177.1,173.1,1004.0,1057.7,168.1,889.6,1189.0,176.7,1012.3,-0.10143573188344224,-0.02888503755054883,-0.11394422310756969
39,6,37100,0.05533063427800282,0.11751446775250472,309.4,43.7,265.7,283.1,43.6,239.5,312.8,44.6,268.2,-0.0850032320620554,-0.0022883295194507935,-0.09860745201354904
40,6,39820,0.07679999999999995,0.1001097494055241,64.8,5.6,59.2,65.9,7.1,58.8,67.3,6.5,60.9,0.016975308641975495,0.2678571428571428,-0.006756756756756799
41,6,40140,0.14673069818987802,0.10863854420296762,1524.0,202.4,1321.6,1451.8,200.7,1251.1,1552.1,208.9,1343.2,-0.047375328083989476,-0.008399209486166126,-0.053344430992736114
42,6,40900,0.1130822812363954,0.10087636649299224,1008.8,100.8,908.0,947.7,106.6,841.1,1022.7,106.7,915.9,-0.060567010309278246,0.05753968253968256,-0.07367841409691622
43,6,41500,0.09015777610818934,0.16940561859950184,142.7,11.9,130.8,127.5,11.0,116.5,145.1,12.1,133.0,-0.10651716888577423,-0.0756302521008404,-0.10932721712538229
44,6,41740,0.08549971114962457,0.1272098057420309,1488.0,195.6,1292.4,1338.4,194.2,1144.2,1503.2,200.0,1303.2,-0.10053763440860208,-0.007157464212678932,-0.11467038068709379
45,6,41884,0.13360284916738852,0.11801485166750816,1156.6,81.6,1075.0,1038.3,79.9,958.4,1177.7,83.9,1093.8,-0.10228255230849037,-0.02083333333333315,-0.10846511627906974
46,6,41940,0.09660499713904272,0.08678694801004336,1135.5,223.3,912.2,1052.3,219.2,833.1,1149.9,225.3,924.6,-0.0732716864817261,-0.018360949395432202,-0.08671344003508008
47,6,42020,0.07271095152603226,0.1572744938256127,117.4,15.4,102.0,105.6,15.4,90.2,119.5,16.1,103.4,-0.10051107325383313,0.0,-0.11568627450980384
48,6,42034,0.04121863799283162,0.13310688549569855,114.5,12.5,102.0,101.2,12.4,88.8,116.2,13.0,103.2,-0.1161572052401747,-0.008000000000000007,-0.12941176470588234
49,6,42100,0.053861788617886146,0.13226841651499188,101.9,11.2,90.7,90.4,11.2,79.2,103.7,11.6,92.2,-0.11285574092247297,0.0,-0.1267916207276737
50,6,42200,0.06945975744211684,0.1419125159847574,191.8,22.8,169.0,173.5,21.5,152.0,194.0,22.8,171.1,-0.09541188738269035,-0.05701754385964919,-0.10059171597633132
51,6,42220,0.06091370558375635,0.11826721472654256,205.0,38.2,166.8,184.6,38.2,146.4,209.0,40.1,168.9,-0.0995121951219512,0.0,-0.12230215827338131
52,6,44700,0.13250802384227423,0.08727359100832863,241.9,32.3,209.6,236.6,33.2,203.4,247.0,33.7,213.2,-0.021909880115750346,0.02786377708978338,-0.029580152671755622
53,6,46700,0.08390022675736956,0.10649501617898377,141.7,24.3,117.4,129.5,23.6,105.9,143.4,25.3,118.1,-0.08609738884968232,-0.028806584362139898,-0.09795570698466782
54,6,47300,0.08629441624365485,0.09144219492030531,127.1,18.9,108.2,121.2,19.1,102.1,128.4,19.3,109.2,-0.046420141620771016,0.010582010582010692,-0.05637707948243997
55,6,49700,0.1320293398533007,0.09818616270229172,44.6,4.8,39.8,45.9,5.0,40.9,46.3,5.2,41.1,0.029147982062780242,0.04166666666666674,0.027638190954773822
56,8,14500,0.10249307479224377,0.10464142987507473,196.8,25.2,171.6,180.5,25.6,154.9,199.0,25.8,173.2,-0.08282520325203258,0.01587301587301604,-0.09731934731934722
57,8,17820,0.11028867505551448,0.12696092679483453,293.2,29.5,263.7,283.6,30.5,253.1,300.0,30.5,269.6,-0.032742155525238625,0.03389830508474567,-0.040197193780811546
58,8,19740,0.10066537883666025,0.1072745979788997,1504.6,178.0,1326.6,1428.4,177.6,1250.8,1538.4,182.7,1355.7,-0.0506446896185031,-0.0022471910112359383,-0.05713854967586307
59,8,22660,0.11961414790996781,0.12341542333273414,169.9,26.1,143.8,163.4,25.9,137.5,174.1,26.4,147.7,-0.038257798705120694,-0.00766283524904221,-0.04381084840055638
60,8,24300,0.060162601626016304,0.11945936711023365,64.2,10.0,54.2,60.3,8.6,51.7,65.2,10.0,55.2,-0.06074766355140193,-0.14,-0.04612546125461259
61,8,24540,0.12835820895522393,0.08579848252190408,111.4,35.0,76.4,102.1,30.0,72.1,113.4,35.6,77.8,-0.08348294434470382,-0.1428571428571429,-0.05628272251308919
62,8,39380,0.049423393739703454,0.10443684703096053,62.5,8.1,54.4,60.8,8.2,52.6,63.7,8.3,55.4,-0.027200000000000002,0.012345679012345734,-0.03308823529411764
63,9,71950,-0.010938259601361206,0.1009759603675741,400.2,40.4,359.8,357.1,39.4,317.7,406.9,41.6,365.3,-0.10769615192403792,-0.024752475247524774,-0.11700944969427463
64,9,72850,-0.008928571428571465,0.09495078296297449,76.0,11.4,64.6,68.7,11.3,57.4,77.7,11.9,65.9,-0.09605263157894728,-0.00877192982456132,-0.11145510835913308
65,9,73450,0.017860239292526364,0.07874383403302489,581.4,77.8,503.6,524.8,76.5,448.3,587.0,80.3,506.7,-0.09735122119023054,-0.016709511568123392,-0.10980937251787137
66,9,75700,0.031062477938581048,0.08359143437572854,287.7,33.9,253.8,268.3,34.2,234.1,292.1,35.3,256.9,-0.06743135210288487,0.00884955752212413,-0.07762017336485427
67,9,76450,0.013270882123341274,0.12498110783646951,126.8,21.5,105.3,108.9,21.0,87.9,129.8,21.8,107.9,-0.14116719242902198,-0.023255813953488413,-0.16524216524216517
68,9,78700,0.01321585903083709,0.0817211121683053,68.4,10.4,58.0,60.4,9.8,50.6,69.0,10.5,58.5,-0.11695906432748548,-0.05769230769230771,-0.12758620689655165
69,10,20100,0.03676470588235294,0.11404875683911626,69.8,7.5,62.3,65.3,7.6,57.7,70.5,7.7,62.9,-0.0644699140401146,0.013333333333333197,-0.07383627608346699
70,10,41540,0.06813757300454251,0.17218567938357446,154.2,23.6,130.6,155.1,23.0,132.1,164.6,24.0,140.6,0.005836575875486361,-0.025423728813559365,0.011485451761102494
71,10,48864,0.027270171492831008,0.09295927940199453,360.0,35.0,325.0,334.0,34.1,299.9,365.4,36.1,329.3,-0.07222222222222219,-0.02571428571428569,-0.07723076923076932
72,11,47894,0.0651119475379303,0.0957760179786342,2711.1,162.4,2548.7,2500.7,162.1,2338.6,2744.9,167.7,2577.2,-0.07760687543801414,-0.001847290640394128,-0.08243418213206732
73,12,15980,0.12941176470588225,0.15309047544045185,281.0,38.6,242.4,258.7,39.6,219.1,278.4,39.1,239.3,-0.0793594306049823,0.02590673575129543,-0.09612211221122113
74,12,18880,0.10148975791433884,0.18876456242084222,115.6,10.0,105.6,116.4,10.4,106.0,118.3,10.0,108.3,0.006920415224913601,0.040000000000000036,0.0037878787878788955
75,12,19660,0.09680851063829782,0.15459185503054063,207.1,25.7,181.4,193.4,24.7,168.7,206.2,25.5,180.7,-0.06615161757605015,-0.03891050583657585,-0.07001102535832426
76,12,22744,0.08496240601503753,0.10978100932379183,861.5,78.1,783.4,782.1,76.3,705.8,865.8,78.9,786.9,-0.09216482878699939,-0.023047375160051176,-0.09905539954046472
77,12,23540,0.09710896960711633,0.105393572582603,149.3,10.8,138.5,134.9,10.5,124.4,148.0,10.9,137.1,-0.09645010046885472,-0.02777777777777779,-0.10180505415162455
78,12,26140,0.015243902439024392,,33.8,3.6,30.2,31.6,3.5,28.1,33.3,3.5,29.8,-0.06508875739644959,-0.02777777777777779,-0.06953642384105951
79,12,27260,0.12072434607645875,0.11826322071971346,716.9,77.7,639.2,687.4,78.7,608.7,724.1,79.0,645.1,-0.04114939322081179,0.01287001287001277,-0.04771589486858574
80,12,29460,0.13262854396924553,0.10207773031693299,233.2,31.8,201.4,231.5,32.6,198.9,235.7,32.3,203.3,-0.007289879931389298,0.02515723270440251,-0.012413108242303905
81,12,33124,0.08205310363200435,0.1147283129710295,1216.7,95.9,1120.8,1094.0,94.5,999.5,1218.5,96.6,1121.9,-0.1008465521492562,-0.014598540145985495,-0.10822626695217696
82,12,34940,0.14327700220426157,0.18903593211564285,159.2,22.3,136.9,143.0,22.2,120.8,155.6,22.4,133.2,-0.10175879396984921,-0.004484304932735439,-0.11760409057706356
83,12,35840,0.10747004933051445,0.14322296190167105,316.7,43.2,273.5,293.6,42.8,250.8,314.3,43.5,270.7,-0.07293969055888838,-0.009259259259259411,-0.0829981718464351
84,12,36100,0.10623084780388142,0.12083104269745283,107.8,17.3,90.5,103.1,17.9,85.2,108.3,17.7,90.6,-0.04359925788497221,0.03468208092485536,-0.05856353591160213
85,12,36740,0.1462003454231433,0.19698054516703165,1320.2,133.6,1186.6,1115.6,131.4,984.2,1327.3,135.5,1191.9,-0.15497651870928653,-0.01646706586826341,-0.17057138041462994
86,12,37340,0.1487357461576599,0.12124049406372318,229.4,41.5,187.9,221.7,44.6,177.1,231.7,42.8,188.9,-0.03356582388840457,0.07469879518072298,-0.05747738158595006
87,12,37460,-0.01824817518248175,0.16492629438675468,79.1,9.8,69.3,78.5,10.3,68.2,80.7,9.9,70.8,-0.007585335018963302,0.05102040816326525,-0.015873015873015817
88,12,37860,0.111842105263158,0.13271516277081147,183.8,19.0,164.8,179.5,19.0,160.5,185.9,19.3,166.6,-0.023394994559303606,0.0,-0.026092233009708754
89,12,38940,0.12999273783587514,0.1296513779179201,155.5,19.1,136.4,148.3,19.7,128.6,155.6,19.5,136.1,-0.046302250803858414,0.03141361256544495,-0.05718475073313789
90,12,39460,0.08932461873638348,0.1517766622981628,50.4,5.0,45.4,47.1,5.3,41.8,50.0,5.1,44.9,-0.06547619047619047,0.06000000000000005,-0.07929515418502209
91,12,42680,0.11020408163265304,0.14967248408226835,54.8,6.6,48.2,50.5,6.5,44.0,54.4,6.8,47.6,-0.07846715328467146,-0.015151515151515138,-0.08713692946058094
92,12,42700,0.07377049180327873,,26.6,2.0,24.6,24.5,2.2,22.3,26.2,2.1,24.1,-0.07894736842105265,0.10000000000000009,-0.0934959349593496
93,12,45220,0.08173913043478258,0.10727124669804758,187.7,11.6,176.1,171.5,11.8,159.7,186.6,12.1,174.5,-0.08630793819925409,0.017241379310344973,-0.09312890403180019
94,12,45300,0.10768246862259158,0.11284094138869981,1378.3,148.5,1229.8,1309.5,149.6,1159.9,1385.6,150.9,1234.8,-0.04991656388304433,0.007407407407407307,-0.05683851032688236
95,12,45540,0.2129277566539923,,31.9,4.8,27.1,31.2,4.8,26.4,31.9,4.9,26.9,-0.021943573667711602,0.0,-0.02583025830258312
96,12,48424,0.09256733719740871,0.13735531080236346,643.5,59.1,584.4,584.2,56.9,527.3,640.9,59.0,581.8,-0.09215229215229204,-0.03722504230118451,-0.09770704996577695
97,13,10500,0.027823240589197967,,62.2,7.0,55.2,59.2,6.5,52.7,62.8,6.9,55.9,-0.048231511254019255,-0.0714285714285714,-0.04528985507246375
98,13,12020,0.07119386637458927,0.1104053426394346,96.9,10.1,86.8,88.8,9.2,79.6,97.8,9.9,87.9,-0.08359133126934992,-0.08910891089108919,-0.08294930875576045
99,13,12060,0.10377942998760842,0.10256674023639785,2819.9,299.8,2520.1,2625.1,291.4,2333.7,2850.4,303.8,2546.6,-0.06908046384623578,-0.028018679119413026,-0.0739653188365541
100,13,12260,0.06477024070021886,0.10735156084415776,239.6,42.0,197.6,229.4,41.4,188.0,243.3,43.2,200.1,-0.04257095158597657,-0.014285714285714346,-0.04858299595141702
101,13,15260,0.052631578947368494,,43.2,4.2,39.0,41.7,4.0,37.7,44.0,4.1,39.9,-0.03472222222222221,-0.04761904761904767,-0.033333333333333215
102,13,17980,0.014913007456503704,0.11916345298131119,122.1,15.9,106.2,116.1,15.2,100.9,122.5,15.7,106.8,-0.0491400491400491,-0.044025157232704504,-0.04990583804143123
103,13,19140,0.0030120481927709128,,66.2,25.5,40.7,63.1,23.2,39.9,66.6,25.3,41.3,-0.04682779456193353,-0.09019607843137256,-0.019656019656019708
104,13,23580,0.11785714285714292,,92.7,25.5,67.2,90.3,24.2,66.1,93.9,25.5,68.4,-0.02588996763754048,-0.050980392156862786,-0.016369047619047783
105,13,25980,0.07614213197969544,,21.2,2.9,18.3,20.3,2.6,17.7,21.2,2.8,18.3,-0.04245283018867918,-0.10344827586206895,-0.032786885245901676
106,13,31420,0.018811881188118867,0.09933635063199117,102.7,10.4,92.3,96.5,10.1,86.4,102.9,10.3,92.6,-0.060370009737098385,-0.028846153846153966,-0.06392199349945815
107,13,40660,0.039800995024875475,,41.8,7.2,34.6,39.0,6.7,32.3,41.8,7.2,34.6,-0.06698564593301426,-0.06944444444444442,-0.06647398843930652
108,13,42340,0.09768786127167634,0.1402499737972959,188.2,27.1,161.1,175.2,25.7,149.5,189.9,26.9,162.9,-0.06907545164718387,-0.05166051660516613,-0.07200496585971439
109,13,46660,0.025362318840579684,,56.0,7.6,48.4,53.3,7.2,46.1,56.6,7.5,49.1,-0.048214285714285765,-0.05263157894736836,-0.04752066115702469
110,13,47580,0.10310734463276833,,77.0,10.3,66.7,74.6,10.2,64.4,78.1,10.4,67.7,-0.03116883116883129,-0.009708737864077777,-0.03448275862068961
111,15,27980,0.07456724367509998,0.3060399897789702,80.5,5.3,75.2,54.1,5.4,48.7,80.7,5.6,75.1,-0.32795031055900614,0.018867924528301883,-0.3523936170212766
112,15,46520,0.01804511278195484,0.14988943671326205,475.1,37.7,437.4,389.9,35.7,354.2,473.9,38.0,435.9,-0.1793306672279521,-0.053050397877984046,-0.19021490626428894
113,16,14260,0.18212940773707628,0.09982186448505634,337.5,54.1,283.4,340.4,57.7,282.7,345.3,55.8,289.4,0.008592592592592485,0.06654343807763397,-0.0024700070571629373
114,16,17660,0.13996627318718377,0.14196334643707437,64.2,10.5,53.7,68.2,11.3,56.9,67.6,11.3,56.3,0.06230529595015577,0.07619047619047636,0.059590316573556734
115,16,26820,0.14146341463414638,0.09432557479924131,68.0,8.5,59.5,71.0,9.6,61.4,70.2,9.1,61.1,0.044117647058823595,0.12941176470588234,0.031932773109243584
116,16,30300,0.03636363636363636,0.09461622714634757,28.1,5.4,22.7,27.7,5.8,21.9,28.5,5.6,22.9,-0.014234875444839923,0.07407407407407396,-0.03524229074889873
117,16,38540,0.059659090909090745,0.10675459501811888,36.9,4.0,32.9,35.7,4.3,31.4,37.3,4.2,33.0,-0.032520325203251876,0.07499999999999996,-0.045592705167173286
118,16,46300,0.06787330316742081,,46.2,8.1,38.1,46.0,8.7,37.3,47.2,8.5,38.7,-0.0043290043290044045,0.07407407407407396,-0.0209973753280841
119,17,14010,-0.03138075313807531,0.11763796169806946,92.4,6.3,86.1,83.1,6.0,77.1,92.6,6.6,86.0,-0.10064935064935077,-0.04761904761904756,-0.1045296167247387
120,17,16060,0.012173913043478311,,58.1,6.6,51.5,52.8,6.7,46.1,58.2,6.9,51.3,-0.09122203098106718,0.015151515151515138,-0.10485436893203881
121,17,16580,0.03130590339892666,0.09981753557001678,116.4,11.1,105.3,104.6,11.3,93.3,115.3,11.6,103.7,-0.10137457044673548,0.018018018018018056,-0.11396011396011396
122,17,16974,0.037026931157739584,0.09625073345111583,3716.5,403.8,3312.7,3390.2,399.6,2990.6,3800.6,420.1,3380.4,-0.08779765908785153,-0.010401188707280795,-0.0972318652458719
123,17,19180,-0.05862068965517239,0.0796525196646209,27.1,5.5,21.6,25.7,5.1,20.6,27.3,5.6,21.7,-0.05166051660516613,-0.07272727272727275,-0.04629629629629628
124,17,19340,0.008108108108108109,0.09855396910101394,182.5,33.0,149.5,170.4,32.3,138.1,186.5,33.9,152.6,-0.06630136986301371,-0.02121212121212135,-0.07625418060200673
125,17,19500,-0.026923076923076897,0.09588007919298577,49.9,13.9,36.0,45.7,13.9,31.8,50.6,14.2,36.5,-0.08416833667334656,0.0,-0.1166666666666667
126,17,20994,0.022300469483568144,0.09671059409742715,257.1,49.3,207.8,230.7,48.1,182.6,261.3,50.9,210.5,-0.10268378063010519,-0.024340770791074995,-0.12127045235803668
127,17,28100,0.05517241379310341,0.0887757301433344,44.7,8.3,36.4,42.1,8.7,33.4,45.9,8.6,37.2,-0.058165548098433995,0.04819277108433728,-0.08241758241758246
128,17,29404,0.048375093029025054,0.09319880223172923,411.9,76.7,335.2,387.6,76.1,311.5,422.6,78.2,344.4,-0.05899490167516375,-0.007822685788787642,-0.07070405727923623
129,17,37900,-0.0322215941209724,0.1011181706224809,167.9,30.2,137.7,155.2,29.2,126.0,171.2,31.0,140.2,-0.07564026206075058,-0.0331125827814569,-0.08496732026143783
130,17,40420,-0.005940594059405978,0.0919680782597503,149.9,37.7,112.2,134.6,34.3,100.3,150.6,37.4,113.3,-0.10206804536357583,-0.09018567639257313,-0.10606060606060608
131,17,44100,-0.025202520252025178,0.09481487999648018,106.7,6.2,100.5,97.3,6.8,90.5,108.3,6.9,101.3,-0.08809746954076858,0.09677419354838701,-0.09950248756218905
132,18,14020,0.05053191489361698,0.1093411136941631,80.7,12.0,68.7,69.5,12.8,56.7,79.0,12.6,66.4,-0.1387856257744734,0.06666666666666665,-0.1746724890829694
133,18,18020,0.03307392996108955,0.07711236833632312,52.6,21.5,31.1,47.4,20.1,27.3,53.1,21.8,31.3,-0.09885931558935368,-0.06511627906976736,-0.12218649517684887
134,18,21140,0.07674236491777602,0.05525125872702654,138.9,72.4,66.5,127.9,65.4,62.5,137.5,70.4,67.0,-0.0791936645068394,-0.09668508287292821,-0.06015037593984962
135,18,21780,0.020886075949367162,0.09869379192731718,161.3,33.4,127.9,148.3,31.1,117.2,161.3,33.5,127.7,-0.08059516429014257,-0.06886227544910173,-0.08365910867865523
136,18,23060,0.05509259259259262,0.09355073833112876,224.9,48.7,176.2,210.3,46.3,164.0,227.9,49.5,178.4,-0.06491774121831928,-0.04928131416837789,-0.0692395005675368
137,18,23844,0.022338049143708114,0.11863789573720691,271.3,51.4,219.9,249.9,47.5,202.4,274.6,53.3,221.4,-0.07887946922226319,-0.07587548638132291,-0.07958162801273305
