,state_code,area_code,prepandemic_growth,leisure_by_emp,total_emp_feb2020,manufacturing_emp_feb2020,service_emp_feb2020,total_emp_jun2021,manufacturing_emp_jun2021,service_emp_jun2021,total_employment,manufacturing,service,emp_tot_change_feb2020_jun2021,manufacturing_change_feb2020_jun2021,service_change_feb2020_jun2021
278,38,24220,-0.029929577464788658,0.1071034228928966,54.8,6.8,48.0,49.1,7.2,41.9,55.1,7.5,47.6,-0.10401459854014594,0.05882352941176472,-0.12708333333333333
279,39,10420,0.00828892835997635,0.0965212295562304,336.5,52.9,283.6,310.6,51.1,259.5,340.6,54.7,285.8,-0.0769687964338781,-0.03402646502835538,-0.08497884344146689
280,39,15940,0.00639163277164436,0.10966914557733991,170.9,35.1,135.8,159.8,33.3,126.5,173.2,35.6,137.6,-0.06495026331187825,-0.05128205128205143,-0.06848306332842424
281,39,17140,0.054624223017517425,0.10855521481812949,1097.9,164.7,933.2,1033.9,161.4,872.5,1119.8,168.6,951.2,-0.05829310501867202,-0.02003642987249532,-0.06504500642948996
282,39,17460,0.03309737899368654,0.09449684302792284,1062.3,158.8,903.5,989.6,152.0,837.6,1080.0,162.3,917.6,-0.06843641155982294,-0.04282115869017644,-0.07293857221914768
283,39,18140,0.07044013069383066,0.09453991978819316,1092.7,113.3,979.4,1042.0,114.9,927.1,1113.9,117.6,996.4,-0.04639882858973188,0.014121800529567574,-0.05340004084133143
284,39,19380,0.03185887309110049,0.09870758185521937,386.3,56.3,330.0,365.0,54.0,311.0,391.9,57.4,334.5,-0.05513849339891275,-0.04085257548845467,-0.05757575757575761
285,39,30620,0.013384321223709424,0.09403226173412506,52.3,11.0,41.3,49.2,10.5,38.7,53.0,11.3,41.7,-0.05927342256214141,-0.045454545454545414,-0.06295399515738487
286,39,31900,-0.007619047619047592,0.10072572284299046,51.5,11.9,39.6,47.6,11.1,36.5,52.1,12.1,40.1,-0.07572815533980581,-0.06722689075630262,-0.07828282828282829
287,39,44220,-0.01968503937007874,0.1030997467133036,49.8,8.4,41.4,46.2,7.5,38.7,49.8,8.3,41.4,-0.07228915662650592,-0.1071428571428572,-0.06521739130434767
288,39,45780,0.021653543307086503,0.10404572198588233,307.6,59.3,248.3,278.8,58.1,220.7,311.4,62.3,249.1,-0.09362808842652803,-0.0202360876897133,-0.11115585984695942
289,39,48260,-0.037825059101654714,0.11418674877138969,40.2,7.3,32.9,37.6,6.1,31.5,40.7,7.2,33.5,-0.06467661691542292,-0.1643835616438356,-0.04255319148936165
290,39,49660,-0.040301151461470425,0.10964576576378142,215.3,35.7,179.6,194.3,32.4,161.9,216.7,35.5,181.2,-0.09753831862517415,-0.09243697478991608,-0.09855233853006673
291,40,21420,-0.06249999999999997,,25.7,5.0,20.7,24.3,4.4,19.9,25.5,4.9,20.6,-0.05447470817120614,-0.11999999999999988,-0.03864734299516914
292,40,30020,-0.019565217391304318,0.11142327060694403,44.9,5.1,39.8,41.9,4.9,37.0,45.1,5.2,40.0,-0.06681514476614703,-0.039215686274509665,-0.07035175879396982
293,40,36420,0.048381979695431475,0.11051242085480541,654.1,86.9,567.2,617.6,74.2,543.4,660.9,85.5,575.5,-0.05580186515823271,-0.14614499424626004,-0.0419605077574049
294,40,46140,0.03261112352021448,0.0980851656736422,456.9,88.0,368.9,429.6,80.1,349.5,462.3,87.5,374.8,-0.05975049244911346,-0.08977272727272734,-0.0525887774464624
295,41,10540,0.10613207547169812,0.07952429095939982,46.6,11.9,34.7,43.3,11.1,32.2,46.9,12.3,34.5,-0.07081545064377692,-0.06722689075630262,-0.0720461095100865
296,41,13460,0.17385444743935297,0.15016220777142528,84.4,12.1,72.3,80.9,12.4,68.5,87.1,12.9,74.3,-0.041469194312796165,0.024793388429752206,-0.052558782849239205
297,41,18700,0.05839416058394157,0.09525425646246959,44.5,4.5,40.0,38.7,4.1,34.6,43.5,4.6,38.9,-0.1303370786516853,-0.08888888888888902,-0.135
298,41,21660,0.0738079686479426,0.10380552392873026,162.1,22.4,139.7,146.7,21.8,124.9,164.4,22.8,141.6,-0.09500308451573103,-0.02678571428571419,-0.10594130279169633
299,41,24420,0.10799999999999997,0.12241037650873719,27.2,4.2,23.0,26.5,4.1,22.4,27.7,4.3,23.4,-0.02573529411764708,-0.023809523809523947,-0.026086956521739202
300,41,32780,0.09234507897934396,0.12356507513163507,87.8,12.9,74.9,83.9,12.6,71.3,89.9,13.3,76.6,-0.04441913439635525,-0.023255813953488413,-0.04806408544726315
301,41,38900,0.09975821617265143,0.09738607754792762,1210.9,202.1,1008.8,1101.0,193.1,907.9,1228.1,206.6,1021.5,-0.09075893963167903,-0.044532409698169184,-0.10001982553528943
302,41,41420,0.10529674537332483,0.08918314678628687,170.3,24.6,145.7,161.1,25.1,136.0,173.2,26.1,147.0,-0.05402231356429843,0.020325203252032464,-0.06657515442690454
303,42,10900,0.06309324399776668,0.09665799414686116,374.8,52.2,322.6,336.6,50.2,286.4,380.8,53.4,327.3,-0.10192102454642471,-0.03831417624521072,-0.11221326720396785
304,42,11020,0.003273322422258523,0.0883002207505519,59.9,9.8,50.1,56.4,9.7,46.7,61.3,10.2,51.1,-0.058430717863105164,-0.010204081632653184,-0.06786427145708585
305,42,14100,0.023923444976076555,0.08069302733105334,42.7,6.4,36.3,39.6,6.3,33.3,42.8,6.5,36.3,-0.07259953161592514,-0.01562500000000011,-0.08264462809917361
306,42,16540,0.03333333333333333,0.08543489449305199,61.8,11.4,50.4,56.3,11.0,45.3,62.0,11.7,50.3,-0.0889967637540453,-0.03508771929824561,-0.10119047619047628
307,42,20700,0.060390763765541845,0.194522545038009,58.9,6.7,52.2,49.2,6.6,42.6,59.7,6.9,52.7,-0.16468590831918495,-0.014925373134328401,-0.1839080459770115
308,42,21500,-0.017638036809816036,0.10692073574169643,126.8,23.6,103.2,111.5,22.5,89.0,128.1,24.0,104.0,-0.12066246056782337,-0.04661016949152552,-0.13759689922480622
309,42,23900,0.029239766081871343,0.1310571923743501,35.3,9.3,26.0,30.7,8.8,21.9,35.2,9.4,25.8,-0.13031161473087816,-0.053763440860215006,-0.1576923076923078
310,42,25420,0.053592814371257416,0.08884628571028752,345.4,33.1,312.3,318.2,33.0,285.2,351.9,34.1,317.9,-0.07874927620150551,-0.0030211480362538623,-0.08677553634325974
311,42,27780,-0.04929577464788728,0.07918251791559765,53.8,6.6,47.2,48.1,5.8,42.3,54.0,6.8,47.1,-0.10594795539033453,-0.12121212121212122,-0.10381355932203407
312,42,29540,0.06957595718402637,0.0929990845983676,255.2,54.6,200.6,231.1,52.9,178.2,259.8,55.6,204.2,-0.09443573667711602,-0.031135531135531136,-0.11166500498504495
313,42,30140,0.05893909626719057,,53.3,11.3,42.0,48.8,11.1,37.7,53.9,11.5,42.4,-0.08442776735459667,-0.017699115044247926,-0.10238095238095235
314,42,33874,0.05736750145602786,0.08016118358429503,1067.6,142.3,925.3,968.3,140.3,828.0,1089.3,146.9,942.4,-0.09301236418134129,-0.014054813773717534,-0.10515508483735003
315,42,37964,0.07298951048951044,0.09326387326333932,971.9,57.8,914.1,852.8,52.4,800.4,982.0,58.5,923.5,-0.1225434715505711,-0.09342560553633217,-0.124384640630128
316,42,38300,0.027117768595041326,0.09687894938717335,1174.9,153.9,1021.0,1069.9,146.4,923.5,1193.1,161.7,1031.3,-0.08936930802621501,-0.04873294346978563,-0.0954946131243879
317,42,39740,0.035897435897435964,0.08059361195366734,180.4,39.4,141.0,160.0,37.0,123.0,181.8,40.1,141.6,-0.11308203991130827,-0.060913705583756306,-0.12765957446808507
318,42,42540,0.016608729239088498,0.0857095368249981,259.0,38.3,220.7,235.3,37.0,198.3,263.2,39.1,224.1,-0.09150579150579141,-0.03394255874673624,-0.10149524241051189
319,42,44300,0.05256241787122208,0.08747837370242212,80.3,7.3,73.0,67.9,7.6,60.3,80.1,7.8,72.3,-0.15442092154420917,0.041095890410958846,-0.17397260273972603
320,42,48700,-0.03963963963963969,0.08188200351019308,52.9,10.8,42.1,48.7,10.4,38.3,53.3,11.1,42.2,-0.07939508506616244,-0.03703703703703709,-0.09026128266033262
321,42,49620,0.04092920353982288,0.08491755135985028,185.4,42.7,142.7,170.7,42.1,128.6,188.2,44.1,144.1,-0.07928802588996775,-0.014051522248243575,-0.0988086895585143
322,44,77200,0.034851621808143426,0.11143554601575971,588.7,73.0,515.7,524.8,71.3,453.5,599.8,76.0,523.9,-0.1085442500424666,-0.023287671232876783,-0.12061275935621496
323,45,16700,0.12552301255230125,0.12993758471243785,370.1,51.6,318.5,345.3,48.8,296.5,376.6,51.9,324.8,-0.06700891650905161,-0.054263565891472965,-0.06907378335949765
324,45,17900,0.04507772020725383,0.09573173493575714,399.0,47.8,351.2,378.5,47.7,330.8,403.4,49.0,354.4,-0.05137844611528819,-0.0020920502092048876,-0.05808656036446458
325,45,22500,0.07308584686774938,,91.7,13.7,78.0,86.2,13.5,72.7,92.5,14.1,78.4,-0.05997818974918212,-0.014598540145985384,-0.06794871794871793
326,45,24860,0.07916355489171026,0.10302233151288137,429.8,76.8,353.0,397.2,73.1,324.1,433.5,77.0,356.5,-0.0758492322010238,-0.04817708333333337,-0.08186968838526909
327,45,25940,0.12717536813922356,,81.4,6.7,74.7,79.8,6.6,73.2,84.2,6.7,77.5,-0.019656019656019708,-0.014925373134328401,-0.02008032128514059
328,45,34820,0.12813908564069526,0.24870447675255503,165.6,15.3,150.3,165.2,15.1,150.1,175.2,15.5,159.7,-0.0024154589371980784,-0.013071895424836666,-0.0013306719893547703
329,45,43900,0.16221910112359547,0.08666001841055544,163.3,43.9,119.4,157.3,43.2,114.1,165.5,45.0,120.5,-0.03674219228413966,-0.015945330296127436,-0.044388609715242944
330,45,44940,0.025839793281653745,,39.7,9.8,29.9,36.8,9.2,27.6,39.7,9.8,29.8,-0.07304785894206567,-0.061224489795918546,-0.07692307692307687
331,46,39660,0.03598200899550212,0.1463247683235047,65.7,7.3,58.4,66.8,8.2,58.6,69.1,7.9,61.2,0.016742770167427645,0.12328767123287654,0.0034246575342467
332,46,43620,0.06449468085106375,0.09535358790540384,156.4,22.4,134.0,154.5,24.0,130.5,160.1,23.7,136.4,-0.012148337595907943,0.0714285714285714,-0.026119402985074647
333,47,16860,0.08916938110749188,0.10824124185760119,265.3,45.1,220.2,251.2,43.7,207.5,267.5,45.6,221.9,-0.05314738032416144,-0.03104212860310418,-0.057674841053587556
334,47,17300,0.056625141562853906,0.1247997268405432,92.2,15.9,76.3,88.8,14.8,74.0,93.3,15.9,77.4,-0.03687635574837311,-0.0691823899371069,-0.03014416775884665
335,47,17420,0.023206751054852353,0.10308841843088423,46.9,11.2,35.7,48.8,10.4,38.4,48.5,11.1,37.4,0.04051172707889128,-0.07142857142857129,0.07563025210084029
336,47,27180,0.04977375565610856,0.08990767939571968,68.7,13.8,54.9,66.1,13.7,52.4,69.6,14.2,55.4,-0.03784570596797687,-0.007246376811594346,-0.04553734061930781
337,47,27740,0.036895674300254526,0.11500916556133473,81.9,10.5,71.4,75.6,10.1,65.5,81.5,10.7,70.8,-0.0769230769230771,-0.03809523809523818,-0.08263305322128855
338,47,28700,-0.0008271298593879944,0.10492951458814893,120.3,27.3,93.0,112.7,24.4,88.3,120.8,27.1,93.6,-0.0631753948462177,-0.1062271062271063,-0.05053763440860215
339,47,28940,0.052440290758047736,0.1047521978088057,401.4,58.8,342.6,386.6,59.3,327.3,405.4,60.1,345.4,-0.03687095166915788,0.008503401360544283,-0.04465849387040288
340,47,32820,0.04212366873311079,0.1016926143844329,650.7,67.9,582.8,608.2,66.7,541.5,655.6,68.9,586.7,-0.06531427693253422,-0.0176730486008837,-0.07086479066575146
341,47,34100,0.05592841163310962,0.08893608204703196,46.9,14.0,32.9,45.2,13.6,31.6,47.2,14.2,32.9,-0.036247334754797356,-0.02857142857142858,-0.03951367781155002
342,47,34980,0.14285714285714293,0.10927569234847251,1031.6,131.9,899.7,966.5,125.6,840.9,1046.4,133.9,912.6,-0.06310585498255128,-0.047763457164518686,-0.06535511837279095
343,48,10180,0.06158357771261001,0.11129718552948607,71.2,8.2,63.0,68.8,7.7,61.1,72.4,8.5,63.9,-0.03370786516853941,-0.060975609756097504,-0.030158730158730163
344,48,11100,0.019279128248113973,0.11139785800073451,120.8,21.2,99.6,117.3,21.9,95.4,121.6,21.5,100.1,-0.028973509933774788,0.03301886792452824,-0.04216867469879504
345,48,12420,0.16059379217273959,0.11574626941697296,1099.7,128.4,971.3,1059.8,131.6,928.2,1118.0,131.2,986.7,-0.036282622533418296,0.024922118380062308,-0.04437352002470907
346,48,13140,-0.006622516556291357,0.09650648292865475,164.9,43.8,121.1,149.2,36.2,113.0,165.0,43.1,121.9,-0.09520921770770174,-0.1735159817351597,-0.06688687035507845
347,48,15180,0.044011544011543974,0.1088337912319439,142.9,8.7,134.2,139.8,9.3,130.5,144.7,9.1,135.6,-0.021693491952414212,0.06896551724137945,-0.027570789865871803
348,48,17780,0.09838998211091235,0.13017607030606324,123.9,13.4,110.5,111.7,12.7,99.0,122.8,13.4,109.4,-0.09846650524616629,-0.052238805970149294,-0.10407239819004521
349,48,18580,-0.0005154639175257439,0.1320929244192224,192.4,32.6,159.8,180.0,26.8,153.2,193.9,32.8,161.0,-0.06444906444906451,-0.17791411042944782,-0.041301627033792365
350,48,19124,0.11971947879492073,0.09705734471527286,2650.8,330.0,2320.8,2548.4,325.0,2223.4,2698.3,336.1,2362.1,-0.038629847593179445,-0.015151515151515138,-0.04196828679765596
351,48,21340,0.07761194029850739,0.1117424818317268,322.6,34.1,288.5,305.4,33.8,271.6,324.9,34.5,290.4,-0.05331680099194058,-0.008797653958944385,-0.058578856152512904
352,48,23104,0.098340874811463,0.11071690796542838,1076.7,178.5,898.2,1031.1,171.9,859.2,1092.3,178.9,913.4,-0.04235162998049613,-0.036974789915966366,-0.04342017368069473
353,48,26420,0.05572445127451298,0.10226794057015323,3133.5,549.6,2583.9,2942.9,498.5,2444.4,3160.1,552.1,2608.0,-0.06082655177916063,-0.09297671033478894,-0.05398815743643326
354,48,28660,0.056809905316824345,0.10588255016680352,143.9,14.2,129.7,139.7,14.6,125.1,145.1,14.6,130.6,-0.02918693537178607,0.028169014084507005,-0.03546646106399376
355,48,29700,0.06930693069306931,0.10597118155619598,106.9,4.9,102.0,98.7,3.7,95.0,108.0,4.8,103.2,-0.0767072029934518,-0.24489795918367352,-0.06862745098039214
356,48,30980,-0.0010010010010010862,0.09105215274533429,99.0,25.1,73.9,90.3,20.5,69.8,99.8,25.5,74.3,-0.08787878787878789,-0.1832669322709164,-0.05548037889039248
357,48,31180,0.06351446718419196,0.1294709222508346,149.6,13.4,136.2,143.2,13.6,129.6,150.7,13.6,137.1,-0.042780748663101664,0.014925373134328401,-0.048458149779735615
358,48,32580,0.09149536477226931,0.09454014304422284,268.9,15.4,253.5,260.4,14.2,246.2,270.8,15.4,255.5,-0.03161026403867606,-0.07792207792207795,-0.028796844181459558
359,48,33260,0.2291891891891892,0.09873985013131584,112.6,43.9,68.7,91.8,29.6,62.2,113.7,43.8,69.9,-0.18472468916518647,-0.3257403189066058,-0.09461426491994174
360,48,36220,0.11375661375661388,0.11009796652416032,84.3,28.2,56.1,68.8,18.5,50.3,84.2,27.6,56.6,-0.1838671411625148,-0.34397163120567376,-0.10338680926916233
361,48,41660,0.01214574898785428,0.12063060218135885,50.2,7.4,42.8,46.9,6.4,40.5,50.0,7.3,42.7,-0.06573705179282874,-0.1351351351351351,-0.053738317757009324
362,48,41700,0.09124974680980355,0.1235722168060143,1063.8,116.2,947.6,1008.4,112.2,896.2,1077.5,118.3,959.3,-0.052077458168828694,-0.03442340791738385,-0.05424229632756439
363,48,43300,0.07252747252747246,0.11085310449268054,48.3,9.0,39.3,46.7,8.1,38.6,48.8,8.7,40.1,-0.03312629399585909,-0.10000000000000009,-0.01781170483460548
364,48,45500,0.008319467554076539,0.11304208865184469,60.1,8.3,51.8,56.2,7.9,48.3,60.6,8.4,52.2,-0.06489184692179695,-0.048192771084337394,-0.06756756756756754
365,48,46340,0.05577299412915854,0.10595726360154996,106.3,13.0,93.3,104.0,13.2,90.8,107.9,13.3,94.5,-0.021636876763875823,0.01538461538461533,-0.026795284030010746
366,48,47020,-0.06561085972850692,0.10663266784503495,41.6,6.6,35.0,37.6,5.4,32.2,41.3,6.4,34.9,-0.09615384615384615,-0.18181818181818177,-0.07999999999999996
367,48,47380,0.06147186147186142,0.09922915345592898,121.7,23.2,98.5,119.8,23.5,96.3,122.6,23.5,99.2,-0.01561216105176666,0.012931034482758674,-0.022335025380710638
368,48,48660,0.02233676975945012,0.11029726807173608,59.3,8.3,51.0,56.4,7.5,48.9,59.5,8.3,51.2,-0.04890387858347389,-0.09638554216867479,-0.04117647058823537
369,49,30860,0.1111111111111111,0.08088965253913709,64.4,15.0,49.4,63.2,16.2,47.0,65.0,15.5,49.5,-0.018633540372670843,0.07999999999999985,-0.04858299595141702
370,49,36260,0.11745106205747613,0.09276593779583922,263.0,54.4,208.6,263.3,56.1,207.2,268.3,55.8,212.4,0.0011406844106465197,0.03125,-0.006711409395973145
371,49,39340,0.2000000000000001,0.08142258123325902,268.4,44.3,224.1,263.1,46.7,216.4,270.6,46.0,224.6,-0.01974664679582694,0.05417607223476306,-0.03435966086568487
372,49,41100,0.22782608695652165,0.14014858520264067,69.4,11.3,58.1,68.6,13.0,55.6,70.6,11.6,59.0,-0.011527377521614035,0.1504424778761062,-0.04302925989672979
373,49,41620,0.1142687981053877,0.08248511666520873,738.8,102.1,636.7,718.7,108.1,610.6,752.8,106.0,646.8,-0.027206280454791454,0.05876591576885404,-0.04099261818752953
374,50,72400,0.016881028938906705,0.09731533912775052,126.3,18.3,108.0,110.4,17.9,92.5,126.5,18.8,107.7,-0.12589073634204273,-0.021857923497267895,-0.1435185185185185
375,51,13980,0.018158236057068816,,79.6,15.1,64.5,68.7,13.4,55.3,78.5,15.1,63.4,-0.13693467336683407,-0.11258278145695355,-0.14263565891472874
376,51,16820,0.08370436331255571,0.11244252903119627,119.6,9.6,110.0,107.3,9.6,97.7,121.7,9.9,111.8,-0.10284280936454848,0.0,-0.11181818181818182
377,51,25500,0.07395993836671798,,70.1,14.8,55.3,62.1,14.7,47.4,69.7,15.1,54.7,-0.11412268188302421,-0.006756756756756799,-0.1428571428571428
378,51,31340,0.01729106628242086,0.09803853976352168,105.5,20.5,85.0,97.3,20.1,77.2,105.9,20.7,85.2,-0.07772511848341235,-0.019512195121951126,-0.09176470588235286
379,51,40060,0.056597969855429024,0.09484940136370959,679.0,70.9,608.1,630.7,70.0,560.7,687.0,72.1,614.9,-0.07113402061855667,-0.012693935119887256,-0.07794770596941292
380,51,40220,0.01496259351620951,0.09104162327809344,161.4,23.8,137.6,149.2,23.6,125.6,162.8,24.5,138.2,-0.07558859975216858,-0.008403361344537785,-0.08720930232558144
381,51,44420,0.04251012145748991,,51.1,10.6,40.5,48.2,10.9,37.3,51.5,10.8,40.8,-0.05675146771037176,0.028301886792452935,-0.07901234567901239
382,51,47260,0.03990089972617033,0.11509232094518997,785.5,96.5,689.0,733.5,95.1,638.4,797.5,97.5,700.0,-0.06619987269255256,-0.014507772020725396,-0.07343976777939043
383,51,49020,0.08032786885245911,,65.0,10.4,54.6,62.9,10.3,52.6,65.9,10.5,55.4,-0.03230769230769237,-0.009615384615384581,-0.03663003663003661
384,53,13380,0.08484162895927601,0.10796102415258631,94.4,18.4,76.0,86.7,17.0,69.7,95.9,18.8,77.1,-0.08156779661016955,-0.07608695652173902,-0.08289473684210524
385,53,14740,0.08418657565415234,0.0996225133557126,93.1,7.7,85.4,89.4,7.8,81.6,95.3,8.1,87.2,-0.039742212674543365,0.01298701298701288,-0.0444964871194381
386,53,28420,0.10861423220973791,0.09691216906690826,113.1,16.7,96.4,110.9,18.6,92.3,118.4,18.7,99.7,-0.01945181255526074,0.11377245508982048,-0.04253112033195028
387,53,31020,0.05943152454780354,0.0888456355741878,40.5,10.0,30.5,39.2,10.2,29.0,41.0,10.2,30.7,-0.032098765432098664,0.020000000000000018,-0.049180327868852514
388,53,34580,0.08453608247422684,0.09816474605207,51.3,11.1,40.2,47.5,10.3,37.2,52.6,11.4,41.2,-0.07407407407407407,-0.072072072072072,-0.07462686567164178
389,53,36500,0.11944444444444449,0.08880205379880607,118.6,9.5,109.1,112.6,9.8,102.8,120.9,10.0,110.9,-0.050590219224283306,0.03157894736842115,-0.057745187901008244
390,53,42644,0.10758698655947742,0.09291371871936491,1720.5,263.3,1457.2,1619.5,252.9,1366.6,1763.5,271.0,1492.5,-0.0587038651554781,-0.039498670717812434,-0.0621740323908867
391,53,44060,0.09184109354976507,0.09019600229106196,250.3,31.2,219.1,239.6,32.4,207.2,255.6,33.2,222.4,-0.042748701558130264,0.03846153846153855,-0.054313099041533586
392,53,45104,0.10425101214574911,0.09838407931385292,319.0,41.0,278.0,303.2,41.4,261.8,327.3,43.2,284.1,-0.04952978056426338,0.009756097560975618,-0.058273381294963955
393,53,47460,0.052044609665427594,0.08725898570017603,28.0,4.9,23.1,26.8,5.1,21.7,28.3,5.3,23.0,-0.042857142857142816,0.04081632653061207,-0.06060606060606066
394,53,48300,0.07925407925407922,0.14145650780081218,44.3,5.0,39.3,42.6,5.3,37.3,46.3,5.5,40.8,-0.038374717832956984,0.06000000000000005,-0.05089058524173029
395,53,49420,0.06609547123623,0.08919817433932493,84.8,12.2,72.6,81.1,12.2,68.9,87.1,12.9,74.2,-0.04363207547169812,0.0,-0.050964187327823485
396,54,13220,-0.008888888888888858,,44.0,5.1,38.9,41.1,4.4,36.7,44.6,5.2,39.4,-0.06590909090909092,-0.13725490196078416,-0.05655526992287907
397,54,16620,-0.05867126833477145,0.08800294751899093,108.1,10.1,98.0,101.6,8.7,92.9,109.1,10.3,98.8,-0.0601295097132285,-0.13861386138613863,-0.05204081632653057
398,54,26580,-0.007374631268436578,0.10337844468432468,133.1,18.4,114.7,125.5,17.5,108.0,134.6,18.8,115.7,-0.05709992486851989,-0.048913043478260754,-0.058413251961639046
399,54,34060,0.028985507246376812,0.10235072065888814,70.6,7.7,62.9,64.6,6.8,57.8,71.0,7.8,63.2,-0.08498583569405105,-0.11688311688311692,-0.08108108108108114
400,54,37620,-0.03990024937655864,,37.9,4.4,33.5,35.5,4.1,31.4,38.5,4.6,33.8,-0.0633245382585752,-0.06818181818181834,-0.0626865671641792
401,54,48540,-0.01057401812688826,,64.5,9.8,54.7,58.3,9.2,49.1,65.5,11.2,54.3,-0.09612403100775202,-0.061224489795918546,-0.10237659963436929
402,55,11540,0.03493095044679132,0.09240532945921669,125.0,32.9,92.1,121.0,33.5,87.5,127.4,33.7,93.7,-0.03200000000000003,0.01823708206686936,-0.04994571118349611
403,55,20740,0.028169014084506942,0.09652076318742989,86.3,14.2,72.1,80.5,14.5,66.0,87.6,14.7,72.9,-0.06720741599072999,0.021126760563380254,-0.0846047156726768
404,55,22540,0.022964509394572057,0.08529755830450257,48.4,14.4,34.0,45.0,13.7,31.3,49.0,14.7,34.4,-0.07024793388429751,-0.04861111111111116,-0.07941176470588229
405,55,24580,0.038594470046083046,0.08904114216987949,177.3,38.1,139.2,167.6,39.0,128.6,180.3,39.2,141.0,-0.054709531866892314,0.023622047244094446,-0.07614942528735624
406,55,27500,0.057057057057057235,0.09811630670301248,68.7,13.7,55.0,65.6,13.8,51.8,70.4,14.2,56.2,-0.04512372634643391,0.007299270072992803,-0.05818181818181822
407,55,29100,0.0155038759689921,0.09979254706108338,78.1,11.1,67.0,71.4,11.2,60.2,78.6,11.6,67.0,-0.085787451984635,0.009009009009008917,-0.10149253731343277
408,55,31540,0.05495910020449898,0.08783040138972344,406.6,52.7,353.9,376.9,53.7,323.2,412.7,54.8,357.9,-0.07304476143630112,0.018975332068311257,-0.08674766883300367
409,55,33340,0.021835590845399398,0.08806563421521314,862.8,149.8,713.0,801.6,146.0,655.6,875.1,153.7,721.4,-0.07093184979137679,-0.025367156208277786,-0.08050490883590455
410,55,36780,0.023231256599788835,0.07348088231645292,96.1,27.4,68.7,91.2,27.2,64.0,96.9,27.9,69.0,-0.05098855359001031,-0.007299270072992692,-0.06841339155749637
411,55,39540,0.022077922077922117,0.09731216865793905,77.4,20.7,56.7,73.5,20.0,53.5,78.7,20.8,57.8,-0.050387596899224896,-0.033816425120772875,-0.0564373897707231
412,55,43100,0.04269293924466341,0.08351601861466863,62.2,24.9,37.3,59.7,22.6,37.1,63.5,25.0,38.5,-0.04019292604501612,-0.09236947791164651,-0.005361930294906059
413,55,48140,0.01941747572815542,0.07895518447627221,72.3,20.7,51.6,69.5,20.9,48.6,73.5,21.3,52.1,-0.0387275242047026,0.009661835748792313,-0.05813953488372092
414,56,16220,-0.06382978723404245,0.11643940087245659,38.9,7.3,31.6,35.8,5.8,30.0,39.6,7.5,32.1,-0.07969151670951158,-0.20547945205479456,-0.05063291139240511
415,56,16940,0.01059322033898305,0.10179534126741939,47.0,5.2,41.8,45.8,5.1,40.7,47.7,5.5,42.2,-0.025531914893617058,-0.019230769230769384,-0.02631578947368407
